X,visits,days_attend,hours_attend,gender,age,zip,extend,length,spend_food_drink,spend_private,spend_clothes,spend_transportation,spend_donations,spend_other,spend_food_drink_total,spend_entertainment_total,spend_shopping_total,spend_travel_total,length_boulder,lodging,lodging_cost
247,1,3-4 days,6,Female,25-34,12345,Yes,1 day,$500-$999,$500-$999,"$1,000-$1,499","$2,000-$3,000",$100-$199,$500-$999,$20-$49,$50-$99,$50-$99,$1 - $20,Three nights,Hotel or motel,240
226,3-4 times,3-4 days,2,Male,45-54,80309,No,1 day,$50-$99,0,0,$1 - $20,$1 - $20,0,NA,$1 - $20,$50-$99,$20-$49,Live in Boulder,Home,500
3,1,0,0,Female,65-74,80303,Yes,NA,0,0,0,0,0,0,"$1,000-$1,999",$50-$99,$20-$49,NA,Four nights,"Friends, family or no expense",200
270,20,1-2 days,3,Male,35-44,93111,Yes,NA,$50-$99,"$1,000-$1,499",$1 - $20,$100-$199,$1 - $20,$50-$99,NA,$1 - $20,$50-$99,$20-$49,Multiple day trips,Home,240
239,1-2 times,3,5,Female,35-44,93111,NA,-,$50-$99,0,$1 - $20,$1 - $20,"$1,000-$1,499",0,$1 - $20,$100-$199,0,$1 - $20,Live in Boulder,"Friends, family or no expense",280
111,25,7-8 days,5,Female,35-44,93013,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$100-$199,0,$50-$99,$50-$99,$50-$99,0,"$2,000-$4,999",$1 - $20,NA,$50-$99,Four nights,Home,N/A
230,3-4 times,1-2 days,8,Male,45-54,80304,NA,Zero,$50-$99,$50-$99,$50-$99,$50-$99,$1 - $20,0,$100-$199,$50-$99,$200-$499,$200-$499,Multiple day trips,Hotel or motel,175
213,20,3-4 days,5,Female,55-64,93108,No,A few hours,$50-$99,0,$1 - $20,$21-$49,$1 - $20,$1 - $20,$20-$49,0,$100-$199,$200-$499,One night,Home,200
53,1-2 times,1-2 days,2,Female,65-74,80309,Yes,Home is here,0,0,0,0,0,0,"$2,000-$4,999",$1 - $20,$500-$999,NA,Multiple day trips,Home,NA
54,4,10,5,Female,45-54,80309,NA,Live in area,"$1,000.00","$1,000-$1,499",$500-$999,$50-$99,0,0,$200-$499,$100-$199,$200-$499,$1 - $20,I live here,Hotel or motel,0
129,20,7-8 days,3,Female,35-44,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$200-$499,0,$21-$49,$21-$49,0,NA,"$1,000-$1,999",$20-$49,$100-$199,$200-$499,Local resident,Home,NA
184,5-6 times,1-2 days,4,Female,25-34,80302,No,1 day,$21-$49,$1 - $20,$21-$49,$50-$99,$1 - $20,$21-$49,$20-$49,0,0,$20-$49,Local,Hotel or motel,0
34,1-2 times,1-2 days,1,Male,75-84,80306,Yes,-,0,0,0,0,0,0,$20-$49,0,$50-$99,$500-$999,Day trip,Home,3
60,20,1-2 days,2,Male,55-64,80309,No,0,$1 - $20,0,0,0,0,0,$20-$49,$500-$999,$500-$999,$500-$999,Multiple day trips,Hotel or motel,0
135,1-2 times,1-2 days,4,Male,18-24,80306,No,Live in area,$200-$499,0,$200-$499,$21-$49,0,$1 - $20,$20-$49,0,0,$20-$49,Day trip,NA,NA
156,20,1-2 days,4,Female,35-44,80309,NA,Zero,$21-$49,$500-$999,$500-$999,$1 - $20,$50-$99,$200-$499,"$2,000-$4,999",$500-$999,$200-$499,$20-$49,Local,Boulder Resident,240
57,20,0,0,Male,25-34,80306,NA,I live here,$1 - $20,0,0,0,0,0,$200-$499,0,$500-$999,$50-$99,One night,Home,240
114,1-2 times,1-2 days,5,Female,25-34,80304,No,Live in area,$100-$199,0,0,$21-$49,0,0,$20-$49,$1 - $20,$200-$499,$1 - $20,Local,Boulder Resident,0
161,20,3-4 days,2.5,Male,35-44,80305,No,0,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$20-$49,$1 - $20,NA,$20-$49,Four nights,NA,3
201,20,5-6 days,6,Female,25-34,80305,No,Live in area,$50-$99,"$2,000-$3,000",$1 - $20,$21-$49,0,$1 - $20,"$1,000-$1,999",$500-$999,$200-$499,0,One night,Hotel or motel,N/A
279,1-2 times,1-2 days,4,Female,45-54,93111,No,I live here,$200-$499,"$2,000-$3,000",$500-$999,$500-$999,$500-$999,$200-$499,0,$500-$999,$20-$49,$500-$999,One night,"Friends, family or no expense",200
224,1-2 times,1-2 days,6,Female,18-24,80304,Yes,A few hours,$50-$99,$50-$99,$100-$199,$50-$99,$100-$199,0,"$2,000-$4,999",$200-$499,$20-$49,$20-$49,Live in Boulder,"Friends, family or no expense",NA
30,1-2 times,0,0,Male,65-74,80303,Yes,I live here,0,0,0,0,0,0,$100-$199,$20-$49,$20-$49,0,One night,Boulder Resident,0
104,20,3-4 days,3,Female,45-54,80303,Yes,-,$100-$199,0,$50-$99,$1 - $20,$1 - $20,$500-$999,$200-$499,$50-$99,$200-$499,$200-$499,Four nights,Hotel or motel,240
1,0,0,5,Male,55-64,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,"$1,000-$1,999",$500-$999,NA,$1 - $20,Three nights,Home,240
121,20,7-8 days,6,Female,55-64,80305,No,I live here,$200-$499,$200-$499,$200-$499,$200-$499,$500-$999,"$3,000-$4,000",NA,$500-$999,$20-$49,NA,Four nights,NA,125
159,20,3-4 days,4,Female,55-64,93111,NA,Live in area,$21-$49,0,0,$21-$49,0,0,"$1,000-$1,999",$500-$999,$200-$499,$20-$49,Multiple day trips,NA,240
180,3-4 times,3-4 days,4,Female,25-34,80306,No,Zero,$21-$49,$50-$99,0,$21-$49,$1 - $20,0,NA,$20-$49,$500-$999,NA,NA,Boulder Resident,240
106,20,1-2 days,6,Female,55-64,80304,Yes,2 days,$100-$199,0,0,$21-$49,$1 - $20,$21-$49,NA,$200-$499,$200-$499,0,Four nights,Home,175
8,20,0,0,Female,25-34,80306,Yes,Home is here,0,0,0,0,0,0,$20-$49,$20-$49,$200-$499,NA,Two nights,NA,125
180,3-4 times,3-4 days,4,Female,25-34,80306,No,Zero,$21-$49,$50-$99,0,$21-$49,$1 - $20,0,NA,$20-$49,$500-$999,NA,NA,Boulder Resident,240
225,3-4 times,1-2 days,4,Male,25-34,80303,Yes,Home is here,$50-$99,0,0,0,0,$1 - $20,"$2,000-$4,999",NA,$50-$99,$200-$499,Local resident,NA,500
31,1-2 times,0,0,Female,65-74,80309,NA,NA,0,0,0,0,0,0,$50-$99,$20-$49,$500-$999,$500-$999,Resident,NA,0
202,20,3-4 days,9,Male,35-44,80303,No,Home is here,$50-$99,0,0,0,0,0,$200-$499,$100-$199,$500-$999,$1 - $20,NA,Hotel or motel,0
33,1-2 times,0,2,Female,65-74,80309,Yes,1 day,0,0,0,0,0,$21-$49,$20-$49,0,$1 - $20,$1 - $20,Local resident,Home,0
292,4,0,6,NA,18-24,89135,NA,Didn't extend stay,0,$21-$49,"$1,000-$1,499","$2,000-$3,000",0,$50-$99,$20-$49,$500-$999,$50-$99,0,Local resident,Home,N/A
274,20,3-4 days,6,Female,55-64,80306,No,I live here,$200-$499,$1 - $20,NA,$100-$199,$200-$499,0,$20-$49,0,$50-$99,$20-$49,Multiple day trips,"Friends, family or no expense",200
241,20,7-8 days,10,Male,35-44,80309,No,1 day,$500-$999,"$2,000-$3,000",$1 - $20,$100-$199,"$1,000-$1,499","$3,000-$4,000",$200-$499,$200-$499,$1 - $20,0,Local resident,"Friends, family or no expense",0
188,5-6 times,1-2 days,3,Female,35-44,80309,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,0,$1 - $20,0,0,$200-$499,$100-$199,$500-$999,$20-$49,Four nights,Home,280
282,1-2 times,1-2 days,3,Female,55-64,93437,No,Live in area,$50-$99,$500-$999,$1 - $20,0,0,0,$1 - $20,0,0,0,Two nights,Hotel or motel,175
221,29,3-4 days,4,Female,45-54,93013,NA,Live in area,$50-$99,$100-$199,$21-$49,$100-$199,0,$50-$99,0,0,0,0,Three nights,Boulder Resident,3
267,20,1-2 days,2.5,Male,35-44,93111,NA,NA,$1 - $20,"$2,000-$3,000",$100-$199,$1 - $20,NA,$500-$999,$100-$199,$50-$99,$50-$99,$50-$99,Resident,Boulder Resident,280
228,3-4 times,7-8 days,6,Male,25-34,80303,No,Didn't extend stay,$50-$99,$100-$199,$1 - $20,$1 - $20,0,$100-$199,0,$50-$99,$1 - $20,NA,One night,NA,125
51,5-6 times,0,NA,Female,55-64,80303,NA,Didn't extend stay,0,0,$200-$499,$21-$49,$200-$499,"$5,000.00",$50-$99,$50-$99,$20-$49,$20-$49,Two nights,Boulder Resident,240
28,1-2 times,0,0,Female,55-64,80309,NA,2 days,0,0,0,0,0,0,$1 - $20,$1 - $20,$100-$199,$200-$499,NA,"Friends, family or no expense",125
46,5-6 times,0,3,Female,45-54,80309,Yes,Live in area,0,0,0,0,0,0,NA,NA,$500-$999,NA,NA,"Friends, family or no expense",240
226,3-4 times,3-4 days,2,Male,45-54,80309,No,1 day,$50-$99,0,0,$1 - $20,$1 - $20,0,NA,$1 - $20,$50-$99,$20-$49,Live in Boulder,Home,500
180,3-4 times,3-4 days,4,Female,25-34,80306,No,Zero,$21-$49,$50-$99,0,$21-$49,$1 - $20,0,NA,$20-$49,$500-$999,NA,NA,Boulder Resident,240
230,3-4 times,1-2 days,8,Male,45-54,80304,NA,Zero,$50-$99,$50-$99,$50-$99,$50-$99,$1 - $20,0,$100-$199,$50-$99,$200-$499,$200-$499,Multiple day trips,Hotel or motel,175
206,20,5-6 days,2,Female,Prefer not to say,80309,Yes,-,$50-$99,$200-$499,$1 - $20,$1 - $20,$50-$99,$21-$49,$100-$199,0,$500-$999,NA,Four nights,Home,500
200,20,1-2 days,4,Female,55-64,93003,Yes,A few hours,$50-$99,0,$1 - $20,$21-$49,0,0,$1 - $20,$20-$49,$20-$49,$50-$99,NA,NA,NA
95,5-6 times,1-2 days,3,Female,55-64,80303,NA,I live here,$1 - $20,0,0,0,0,$100-$199,"$2,000-$4,999",$20-$49,$20-$49,0,Resident,Home,280
139,1,1-2 days,1,Female,25-34,80306,NA,2 days,$21-$49,0,0,$1 - $20,0,0,$100-$199,$100-$199,$1 - $20,$500-$999,Three nights,NA,200
51,5-6 times,0,NA,Female,55-64,80303,NA,Didn't extend stay,0,0,$200-$499,$21-$49,$200-$499,"$5,000.00",$50-$99,$50-$99,$20-$49,$20-$49,Two nights,Boulder Resident,240
1,0,0,5,Male,55-64,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,"$1,000-$1,999",$500-$999,NA,$1 - $20,Three nights,Home,240
271,20,7-8 days,2,Female,45-54,80305,NA,-,NA,"$1,000-$1,499",$100-$199,"$2,000-$3,000",$500-$999,$200-$499,$100-$199,$20-$49,$200-$499,$1 - $20,Two nights,"Friends, family or no expense",N/A
69,20,1-2 days,3,Female,55-64,80306,NA,Zero,$1 - $20,0,0,$1 - $20,$1 - $20,$50-$99,NA,$1 - $20,$200-$499,$200-$499,Four nights,NA,280
260,20,3-4 days,20,Male,35-44,93111,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$500-$999,$500-$999,$50-$99,$50-$99,0,NA,$200-$499,$100-$199,$50-$99,$50-$99,Four nights,"Friends, family or no expense",NA
209,20,20,4,Female,45-54,80303,NA,Live in area,$50-$99,$200-$499,$100-$199,$200-$499,0,0,$200-$499,$50-$99,$50-$99,NA,Local,Hotel or motel,240
199,20,1-2 days,0.5,Male,55-64,93013,No,2 days,$50-$99,$1 - $20,$21-$49,0,$21-$49,"$3,000-$4,000",0,$200-$499,$20-$49,0,Local,NA,3
161,20,3-4 days,2.5,Male,35-44,80305,No,0,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$20-$49,$1 - $20,NA,$20-$49,Four nights,NA,3
79,1-2 times,1-2 days,8,Male,18-24,80306,NA,NA,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$100-$199,$20-$49,$50-$99,$500-$999,Resident,Boulder Resident,125
169,1-2 times,1-2 days,20,Male,18-24,80303,Yes,2 days,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$1 - $20,$1 - $20,$1 - $20,$1 - $20,Day trip,Home,175
86,3-4 times,1-2 days,4,Female,35-44,80305,NA,2 days,$1 - $20,"$1,000-$1,499",$1 - $20,$1 - $20,$21-$49,$1 - $20,$20-$49,$1 - $20,$500-$999,0,Four nights,Hotel or motel,200
281,1-2 times,3-4 days,4,Male,18-24,93107,NA,I live here,0,"$1,000-$1,499",$21-$49,$200-$499,$500-$999,$50-$99,$1 - $20,0,0,0,Resident,Home,NA
105,20,3-4 days,2,Male,65-74,80309,NA,2 days,$100-$199,$500-$999,NA,$1 - $20,$21-$49,$1 - $20,$100-$199,NA,$500-$999,NA,Live in Boulder,Home,200
32,1-2 times,0,0,Female,65-74,80303,Yes,0,0,0,0,0,0,0,NA,$1 - $20,$50-$99,$500-$999,Four nights,"Friends, family or no expense",125
24,1-2 times,0,0,Female,35-44,80303,No,Live in area,0,0,0,0,0,0,$20-$49,$20-$49,$500-$999,$50-$99,Day trip,NA,125
65,20,3-4 days,3,Female,45-54,80309,No,Live in area,$1 - $20,$1 - $20,$1 - $20,0,$1 - $20,$1 - $20,"$2,000-$4,999",$200-$499,NA,$1 - $20,I live here,Hotel or motel,280
177,3-4 times,0,2,Female,35-44,80303,NA,Didn't extend stay,$21-$49,0,0,0,0,$200-$499,$50-$99,$1 - $20,$100-$199,$1 - $20,NA,Hotel or motel,175
166,20,1-2 days,2,Female,55-64,80306,No,0,$21-$49,$21-$49,"$1,000.00",$50-$99,$200-$499,$1 - $20,"$2,000-$4,999",$20-$49,0,NA,Day trip,Home,NA
17,20,0,0,Female,65-74,80309,NA,2 days,0,0,0,0,0,0,$1 - $20,NA,$100-$199,$50-$99,Resident,"Friends, family or no expense",200
271,20,7-8 days,2,Female,45-54,80305,NA,-,NA,"$1,000-$1,499",$100-$199,"$2,000-$3,000",$500-$999,$200-$499,$100-$199,$20-$49,$200-$499,$1 - $20,Two nights,"Friends, family or no expense",N/A
275,20,1-2 days,3,Female,65-74,80304,Yes,A few hours,$500-$999,$21-$49,$50-$99,"$2,000-$3,000",NA,"$5,000.00",NA,$500-$999,$20-$49,NA,Day trip,Home,125
134,1-2 times,3-4 days,2,Male,45-54,89135,No,Live in area,$200-$499,$50-$99,$100-$199,$100-$199,$1 - $20,"$5,000.00",NA,0,0,NA,NA,NA,0
62,20,1-2 days,3,Female,65-74,80304,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,$50-$99,0,0,0,0,$50-$99,NA,NA,$50-$99,Two nights,Hotel or motel,500
157,20,1-2 days,3,Female,55-64,80306,No,Didn't extend stay,$21-$49,NA,NA,$1 - $20,$21-$49,$1 - $20,$20-$49,$500-$999,$100-$199,$50-$99,Local resident,Boulder Resident,175
141,10,3-4 days,3,Female,35-44,80305,NA,Zero,$21-$49,0,$1 - $20,$1 - $20,$1 - $20,0,$200-$499,$1 - $20,0,NA,Four nights,Home,0
227,3-4 times,1-2 days,4,Male,25-34,80303,Yes,Home is here,$50-$99,$50-$99,0,$1 - $20,0,$100-$199,$200-$499,$50-$99,$20-$49,$1 - $20,Three nights,NA,280
73,20,5-6 days,5,Female,65-74,80306,NA,I live here,$1 - $20,"$1,000-$1,499",$1 - $20,$1 - $20,0,$500-$999,$20-$49,$100-$199,$200-$499,$20-$49,Resident,Home,0
280,1-2 times,0,4,Female,55-64,91335,NA,2 days,NA,NA,0,$200-$499,"$1,000-$1,499",$200-$499,$50-$99,$1 - $20,$1 - $20,$50-$99,Day trip,Boulder Resident,3
83,3-4 times,1-2 days,3,Female,35-44,80303,NA,Didn't extend stay,$1 - $20,0,0,0,0,$1 - $20,$50-$99,$100-$199,$1 - $20,$1 - $20,Four nights,Hotel or motel,280
126,20,7-8 days,3,Female,35-44,80309,No,Home is here,$200-$499,0,$21-$49,$21-$49,0,$200-$499,$50-$99,$200-$499,$20-$49,$200-$499,Two nights,Home,280
108,20,1-2 days,2,Male,45-54,80303,Yes,0,$100-$199,$500-$999,$200-$499,$21-$49,$500-$999,NA,$1 - $20,$50-$99,$20-$49,0,Two nights,Hotel or motel,200
267,20,1-2 days,2.5,Male,35-44,93111,NA,NA,$1 - $20,"$2,000-$3,000",$100-$199,$1 - $20,NA,$500-$999,$100-$199,$50-$99,$50-$99,$50-$99,Resident,Boulder Resident,280
252,20,5-6 days,10,Male,45-54,80305,Yes,Live in area,0,$21-$49,"$1,000.00",$500-$999,$21-$49,"$3,000-$4,000",0,0,0,0,Day trip,Home,500
186,5-6 times,1-2 days,3,Male,25-34,80303,No,0,$21-$49,0,0,0,0,$21-$49,$1 - $20,$1 - $20,$20-$49,$1 - $20,NA,"Friends, family or no expense",NA
88,3-4 times,3-4 days,3,Female,25-34,80303,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,NA,$50-$99,$1 - $20,$1 - $20,$200-$499,$200-$499,$200-$499,$500-$999,$500-$999,Local,Home,175
29,1-2 times,0,2,Female,55-64,80303,No,0,0,0,0,0,0,0,"$2,000-$4,999",$100-$199,$20-$49,NA,Two nights,NA,125
102,20,3-4 days,8,Female,35-44,80303,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$100-$199,$100-$199,$1 - $20,$1 - $20,0,$21-$49,$100-$199,$20-$49,$50-$99,$500-$999,Resident,Hotel or motel,NA
6,20,1-2 days,1,Male,45-54,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$20-$49,$1 - $20,$500-$999,$50-$99,Four nights,Home,240
150,20,1-2 days,3,Female,65-74,80302,No,NA,$21-$49,0,0,$1 - $20,0,$21-$49,0,$50-$99,NA,$500-$999,Multiple day trips,Home,3
77,1-2 times,1-2 days,1,Female,35-44,93111,No,Didn't extend stay,$1 - $20,0,0,0,0,0,$100-$199,$200-$499,0,$500-$999,One night,Home,125
204,20,1-2 days,5,Female,18-24,80303,NA,Zero,$50-$99,0,0,$1 - $20,0,0,$200-$499,$20-$49,$1 - $20,$200-$499,Multiple day trips,NA,280
39,3-4 times,1-2 days,2,Female,75-84,80306,No,Home is here,0,0,0,0,0,0,"$1,000-$1,999",$50-$99,$20-$49,$1 - $20,Local,Boulder Resident,280
218,20,5-6 days,5,Female,25-34,80303,NA,2 days,$50-$99,$50-$99,$21-$49,$21-$49,0,$21-$49,0,$100-$199,$1 - $20,$200-$499,Local,NA,3
287,5-6 times,1-2 days,4,Female,45-54,91320,Yes,Home is here,$1 - $20,$500-$999,$50-$99,$21-$49,0,$100-$199,$20-$49,$50-$99,$200-$499,NA,Day trip,Home,280
189,5-6 times,1-2 days,0.5,Female,55-64,93108,Yes,Didn't extend stay,$21-$49,0,0,$1 - $20,0,$100-$199,$100-$199,$500-$999,$500-$999,NA,Local,Boulder Resident,175
63,20,3-4 days,2,Female,55-64,80306,No,-,$1 - $20,0,$1 - $20,0,0,0,$100-$199,0,$100-$199,$50-$99,NA,NA,175
232,40,3-4 days,8,Male,35-44,80306,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$50-$99,$21-$49,$21-$49,0,$1 - $20,$1 - $20,$200-$499,$100-$199,NA,NA,Resident,NA,200
279,1-2 times,1-2 days,4,Female,45-54,93111,No,I live here,$200-$499,"$2,000-$3,000",$500-$999,$500-$999,$500-$999,$200-$499,0,$500-$999,$20-$49,$500-$999,One night,"Friends, family or no expense",200
61,20,0,2,Female,75-84,80309,No,Didn't extend stay,$1 - $20,0,0,0,$21-$49,$21-$49,"$2,000-$4,999",$100-$199,NA,$50-$99,Multiple day trips,"Friends, family or no expense",N/A
212,20,3-4 days,4,Female,35-44,80304,Yes,NA,$50-$99,0,$1 - $20,$21-$49,0,0,"$2,000-$4,999",$100-$199,NA,$20-$49,Multiple day trips,NA,500
148,20,3-4 days,3,Female,35-44,80306,NA,Home is here,$21-$49,0,$1 - $20,0,$1 - $20,$500-$999,$20-$49,NA,$500-$999,0,Local resident,Boulder Resident,280
90,5-6 times,3-4 days,2,Female,45-54,93111,NA,I live here,$1 - $20,0,$1 - $20,0,$1 - $20,0,$1 - $20,0,$1 - $20,0,Local,Home,0
268,20,3-4 days,4,Female,35-44,80305,No,Live in area,$200-$499,$21-$49,$1 - $20,$100-$199,$500-$999,NA,$50-$99,$50-$99,$20-$49,$20-$49,Two nights,"Friends, family or no expense",200
52,29,0,0,Male,65-74,80309,No,Didn't extend stay,0,0,0,0,0,0,$200-$499,$20-$49,$1 - $20,NA,Two nights,Hotel or motel,125
163,20,1-2 days,3,Male,25-34,80303,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,NA,NA,$20-$49,$1 - $20,Four nights,"Friends, family or no expense",240
54,4,10,5,Female,45-54,80309,NA,Live in area,"$1,000.00","$1,000-$1,499",$500-$999,$50-$99,0,0,$200-$499,$100-$199,$200-$499,$1 - $20,I live here,Hotel or motel,0
247,1,3-4 days,6,Female,25-34,12345,Yes,1 day,$500-$999,$500-$999,"$1,000-$1,499","$2,000-$3,000",$100-$199,$500-$999,$20-$49,$50-$99,$50-$99,$1 - $20,Three nights,Hotel or motel,240
266,20,3-4 days,3,Male,35-44,93013,Yes,-,$100-$199,$100-$199,0,NA,$21-$49,"$5,000.00",$50-$99,$100-$199,$20-$49,0,Multiple day trips,Home,0
130,20,7-8 days,3,Female,35-44,80309,No,1 day,$200-$499,0,$21-$49,$21-$49,0,$21-$49,$100-$199,$100-$199,NA,$1 - $20,I live here,Home,0
85,3-4 times,1-2 days,2,Female,18-24,80303,NA,Didn't extend stay,$1 - $20,"$2,000-$3,000",$1 - $20,$1 - $20,$200-$499,$50-$99,NA,$100-$199,NA,$500-$999,Three nights,"Friends, family or no expense",500
31,1-2 times,0,0,Female,65-74,80309,NA,NA,0,0,0,0,0,0,$50-$99,$20-$49,$500-$999,$500-$999,Resident,NA,0
130,20,7-8 days,3,Female,35-44,80309,No,1 day,$200-$499,0,$21-$49,$21-$49,0,$21-$49,$100-$199,$100-$199,NA,$1 - $20,I live here,Home,0
244,5-6 times,3-4 days,8,Male,45-54,80302,Yes,0,$500-$999,0,$200-$499,"$2,000-$3,000",$500-$999,0,"$2,000-$4,999",$20-$49,$1 - $20,$500-$999,Day trip,"Friends, family or no expense",3
4,1,1-2 days,3,Female,35-44,80306,No,0,0,$21-$49,NA,$200-$499,NA,$50-$99,$50-$99,$20-$49,$200-$499,$500-$999,Three nights,NA,280
262,20,5-6 days,5,Male,35-44,80305,NA,NA,0,$50-$99,$1 - $20,0,$1 - $20,$500-$999,$50-$99,$50-$99,$50-$99,$20-$49,I live here,Home,N/A
203,20,1-2 days,1,Female,55-64,80303,Yes,-,$50-$99,0,0,0,0,0,$100-$199,$50-$99,0,$1 - $20,I live here,Hotel or motel,0
56,20,1-2 days,2,Female,55-64,93111,No,A few hours,$1 - $20,0,0,0,0,NA,$50-$99,$50-$99,NA,$500-$999,Three nights,Home,175
202,20,3-4 days,9,Male,35-44,80303,No,Home is here,$50-$99,0,0,0,0,0,$200-$499,$100-$199,$500-$999,$1 - $20,NA,Hotel or motel,0
242,20,5-6 days,6,Male,45-54,80303,NA,NA,$500-$999,$500-$999,$50-$99,$100-$199,0,0,$100-$199,$20-$49,$20-$49,$1 - $20,Local resident,Boulder Resident,175
66,20,3-4 days,2,Male,55-64,80306,No,Live in area,$1 - $20,0,$21-$49,0,0,0,0,0,$50-$99,0,Two nights,Hotel or motel,175
288,5-6 times,1-2 days,5,Male,45-54,90245,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$100-$199,$21-$49,$200-$499,0,0,$50-$99,$50-$99,$100-$199,$200-$499,One night,Hotel or motel,280
233,5-6 times,7-8 days,5,Female,35-44,80303,Yes,I live here,$50-$99,$1 - $20,$500-$999,$21-$49,$1 - $20,$1 - $20,"$2,000-$4,999",$500-$999,$500-$999,$500-$999,Multiple day trips,Boulder Resident,0
44,5-6 times,0,0,Male,35-44,80303,Yes,I live here,0,0,0,0,0,0,"$2,000-$4,999",$200-$499,NA,$20-$49,I live here,Hotel or motel,280
244,5-6 times,3-4 days,8,Male,45-54,80302,Yes,0,$500-$999,0,$200-$499,"$2,000-$3,000",$500-$999,0,"$2,000-$4,999",$20-$49,$1 - $20,$500-$999,Day trip,"Friends, family or no expense",3
49,5-6 times,0,0,Female,55-64,80306,Yes,Home is here,0,0,0,0,0,0,$200-$499,$1 - $20,$20-$49,$1 - $20,Resident,"Friends, family or no expense",175
229,3-4 times,3-4 days,4,Female,55-64,80306,NA,Didn't extend stay,$50-$99,$200-$499,$21-$49,$1 - $20,$21-$49,$200-$499,0,$20-$49,0,NA,Four nights,Boulder Resident,NA
278,35,3-4 days,4,Female,75-84,80305,NA,2 days,"$1,000.00",$200-$499,"$1,000-$1,499",$1 - $20,0,$21-$49,$200-$499,$100-$199,$100-$199,$20-$49,Day trip,NA,N/A
242,20,5-6 days,6,Male,45-54,80303,NA,NA,$500-$999,$500-$999,$50-$99,$100-$199,0,0,$100-$199,$20-$49,$20-$49,$1 - $20,Local resident,Boulder Resident,175
256,20,3-4 days,3,Female,45-54,80305,Yes,NA,$1 - $20,0,NA,$1 - $20,$500-$999,"$5,000.00",$50-$99,0,$20-$49,$20-$49,Day trip,Home,125
287,5-6 times,1-2 days,4,Female,45-54,91320,Yes,Home is here,$1 - $20,$500-$999,$50-$99,$21-$49,0,$100-$199,$20-$49,$50-$99,$200-$499,NA,Day trip,Home,280
112,56,20,4,Female,55-64,93111,No,-,$100-$199,$200-$499,$200-$499,$100-$199,$200-$499,"$5,000.00",$200-$499,$200-$499,$50-$99,0,One night,Boulder Resident,280
234,5-6 times,1-2 days,2,Female,45-54,80303,NA,I live here,$50-$99,0,0,0,0,0,$100-$199,0,$50-$99,$50-$99,Two nights,"Friends, family or no expense",200
30,1-2 times,0,0,Male,65-74,80303,Yes,I live here,0,0,0,0,0,0,$100-$199,$20-$49,$20-$49,0,One night,Boulder Resident,0
210,20,3-4 days,3,Female,25-34,80306,Yes,NA,$50-$99,$1 - $20,0,$21-$49,$1 - $20,0,$200-$499,$20-$49,$100-$199,$1 - $20,Two nights,"Friends, family or no expense",0
182,3-4 times,1-2 days,4,Female,45-54,80304,NA,2 days,$21-$49,$50-$99,$50-$99,$50-$99,$500-$999,$500-$999,$20-$49,$50-$99,$100-$199,NA,Local resident,"Friends, family or no expense",500
166,20,1-2 days,2,Female,55-64,80306,No,0,$21-$49,$21-$49,"$1,000.00",$50-$99,$200-$499,$1 - $20,"$2,000-$4,999",$20-$49,0,NA,Day trip,Home,NA
149,20,1-2 days,2,Female,35-44,80303,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,$21-$49,0,0,0,0,$200-$499,$100-$199,$500-$999,Live in Boulder,Boulder Resident,280
163,20,1-2 days,3,Male,25-34,80303,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,NA,NA,$20-$49,$1 - $20,Four nights,"Friends, family or no expense",240
94,5-6 times,1-2 days,2,Female,35-44,80309,Yes,NA,$1 - $20,0,0,0,0,NA,"$2,000-$4,999",$20-$49,NA,0,Local,Boulder Resident,NA
